lead_id,lead_created_ts,lead_source_raw,raw_campaign_name,customer_type,preferred_unit_type,budget_min,budget_max,lead_score,assigned_exec_id,project_id,project_name,city
L013525,12-06-2025 15:15,Walk-in,FB_Q2,Investor,2BHK,3000000,8000000,55,E17,P2,SkyHeights,Bengaluru
L013526,13-03-2025 12:16,Walk-in,FB_Q2,End User,2BHK,6000000,6000000,83,E27,P4,UrbanNest,Pune
L013527,17-08-2024 03:06,Facebook Ads,FB_Q2,End User,3BHK,4500000,10000000,59,E15,P2,SkyHeights,Bengaluru
L013528,23-03-2024 17:44,99acres,Referral_Partner,End User,3BHK,4500000,8000000,40,E20,P5,PalmResidency,Pune
L013529,20-01-2024 06:05,MagicBricks,FB_Q2,Investor,2BHK,4500000,6000000,35,E09,P3,LakeFront,Hyderabad
L013530,29-03-2024 18:10,Google Ads,Organic,End User,2BHK,6000000,13000000,80,E10,P4,UrbanNest,Pune
L013531,02-05-2025 06:29,Walk-in,FB_Q2,End User,Villa,6000000,13000000,6,E20,P4,UrbanNest,Pune
L013532,19-02-2025 20:00,Google Ads,FB_Q2,End User,2BHK,8000000,10000000,38,E07,P4,UrbanNest,Pune
L013533,31-03-2025 05:22,Facebook Ads,Google_Search,End User,2BHK,3000000,8000000,66,E04,P2,SkyHeights,Bengaluru
L013534,20-02-2025 12:03,Walk-in,FB_Q1,End User,Villa,6000000,13000000,3,E14,P3,LakeFront,Hyderabad
L013535,16-01-2024 20:08,99acres,Google_Search,Investor,3BHK,6000000,13000000,3,E23,P5,PalmResidency,Pune
L013536,24-04-2024 00:21,Facebook Ads,FB_Q1,Investor,3BHK,6000000,10000000,44,E19,P1,GreenVista,Bengaluru
L013537,18-10-2024 21:16,Walk-in,Organic,Investor,3BHK,8000000,10000000,71,E07,P1,GreenVista,Bengaluru
L013538,15-12-2024 01:39,Facebook Ads,Referral_Partner,Investor,3BHK,4500000,6000000,23,E03,P1,GreenVista,Bengaluru
L013539,23-05-2025 17:56,Walk-in,FB_Q1,End User,3BHK,3000000,6000000,18,E20,P5,PalmResidency,Pune
L013540,28-02-2024 06:07,Referral,Google_Search,End User,2BHK,4500000,10000000,36,E15,P3,LakeFront,Hyderabad
L013541,07-01-2024 15:18,MagicBricks,Referral_Partner,End User,3BHK,6000000,6000000,46,E24,P4,UrbanNest,Pune
L013542,19-05-2025 14:23,Facebook Ads,FB_Q2,End User,3BHK,3000000,8000000,80,E27,P4,UrbanNest,Pune
L013543,10-04-2024 13:09,Walk-in,Referral_Partner,End User,Villa,6000000,6000000,52,E05,P1,GreenVista,Bengaluru
L013544,17-01-2024 08:37,Walk-in,Google_Search,End User,2BHK,3000000,6000000,87,E15,P3,LakeFront,Hyderabad
L013545,23-06-2025 07:58,Google Ads,Organic,End User,2BHK,4500000,6000000,75,E04,P1,GreenVista,Bengaluru
L013546,25-05-2025 05:34,Facebook Ads,Organic,End User,2BHK,3000000,6000000,48,E13,P2,SkyHeights,Bengaluru
L013547,01-12-2024 10:10,Facebook Ads,Google_Search,Investor,Villa,8000000,10000000,70,E05,P2,SkyHeights,Bengaluru
L013548,23-11-2024 00:10,Facebook Ads,Google_Search,End User,2BHK,8000000,8000000,17,E13,P4,UrbanNest,Pune
L013549,03-01-2025 05:18,Walk-in,Google_Search,End User,3BHK,4500000,6000000,93,E24,P1,GreenVista,Bengaluru
L013550,04-02-2024 05:12,Google Ads,Organic,End User,3BHK,6000000,6000000,32,E27,P3,LakeFront,Hyderabad
L013551,17-11-2024 12:31,Referral,Organic,End User,Villa,8000000,13000000,68,E10,P2,SkyHeights,Bengaluru
L013552,26-06-2025 21:57,Referral,Referral_Partner,End User,Villa,4500000,6000000,80,E29,P4,UrbanNest,Pune
L013553,19-05-2024 19:07,Google Ads,Google_Search,End User,Villa,3000000,10000000,99,E24,P2,SkyHeights,Bengaluru
L013554,20-06-2025 12:39,MagicBricks,FB_Q1,Investor,2BHK,8000000,10000000,41,E28,P4,UrbanNest,Pune
L013555,07-05-2025 00:34,Walk-in,Referral_Partner,End User,2BHK,8000000,6000000,9,E30,P4,UrbanNest,Pune
L013556,21-03-2025 22:57,99acres,Google_Search,Investor,3BHK,6000000,10000000,86,E19,P2,SkyHeights,Bengaluru
L013557,29-06-2025 07:21,Facebook Ads,Google_Search,Investor,3BHK,8000000,6000000,5,E20,P1,GreenVista,Bengaluru
L013558,31-05-2024 00:31,Google Ads,FB_Q1,End User,2BHK,4500000,6000000,93,E13,P5,PalmResidency,Pune
L013559,17-06-2025 00:40,Walk-in,FB_Q2,Investor,2BHK,4500000,8000000,34,E29,P1,GreenVista,Bengaluru
L013560,26-12-2024 15:38,Facebook Ads,Organic,End User,Villa,3000000,13000000,33,E14,P2,SkyHeights,Bengaluru
L013561,06-12-2024 16:14,99acres,Google_Search,End User,2BHK,6000000,10000000,52,E27,P2,SkyHeights,Bengaluru
L013562,07-11-2024 21:24,Google Ads,Google_Search,End User,Villa,8000000,10000000,2,E16,P5,PalmResidency,Pune
L013563,12-09-2024 04:03,99acres,Organic,End User,Villa,6000000,10000000,83,E09,P1,GreenVista,Bengaluru
L013564,11-03-2024 18:05,Google Ads,FB_Q1,End User,2BHK,3000000,13000000,34,E26,P3,LakeFront,Hyderabad
L013565,03-07-2024 04:14,Facebook Ads,Referral_Partner,End User,3BHK,8000000,6000000,45,E21,P1,GreenVista,Bengaluru
L013566,20-07-2024 19:52,Walk-in,FB_Q1,End User,2BHK,6000000,8000000,98,E13,P5,PalmResidency,Pune
L013567,29-12-2024 20:42,Walk-in,FB_Q1,Investor,3BHK,4500000,8000000,85,E04,P3,LakeFront,Hyderabad
L013568,23-08-2024 10:24,Google Ads,FB_Q1,End User,3BHK,4500000,13000000,64,E09,P4,UrbanNest,Pune
L013569,14-04-2025 00:53,Facebook Ads,FB_Q1,Investor,Villa,6000000,13000000,18,E20,P5,PalmResidency,Pune
L013570,30-01-2024 12:00,Walk-in,FB_Q1,Investor,2BHK,4500000,8000000,61,E26,P2,SkyHeights,Bengaluru
L013571,21-06-2024 23:30,Facebook Ads,Referral_Partner,End User,3BHK,8000000,13000000,50,E28,P4,UrbanNest,Pune
L013572,22-12-2024 20:45,Referral,FB_Q1,End User,3BHK,8000000,10000000,19,E26,P1,GreenVista,Bengaluru
L013573,02-10-2024 11:19,Walk-in,Referral_Partner,Investor,Villa,8000000,10000000,54,E16,P2,SkyHeights,Bengaluru
L013574,04-03-2024 00:42,Google Ads,FB_Q1,End User,Villa,8000000,8000000,95,E18,P4,UrbanNest,Pune
L013575,02-05-2025 00:21,Referral,FB_Q1,End User,3BHK,3000000,13000000,50,E16,P2,SkyHeights,Bengaluru
L013576,17-12-2024 07:32,MagicBricks,FB_Q2,Investor,Villa,6000000,8000000,80,E02,P4,UrbanNest,Pune
L013577,21-01-2024 08:01,Google Ads,Organic,End User,Villa,4500000,6000000,51,E01,P3,LakeFront,Hyderabad
L013578,21-07-2024 10:23,MagicBricks,FB_Q1,End User,2BHK,8000000,6000000,80,E21,P2,SkyHeights,Bengaluru
L013579,15-03-2025 12:59,Referral,FB_Q2,End User,Villa,4500000,13000000,28,E09,P1,GreenVista,Bengaluru
L013580,05-10-2024 19:53,99acres,Referral_Partner,End User,Villa,3000000,10000000,20,E22,P4,UrbanNest,Pune
L013581,05-07-2024 04:54,Referral,Organic,Investor,3BHK,4500000,6000000,23,E13,P3,LakeFront,Hyderabad
L013582,25-06-2025 14:31,Referral,FB_Q2,End User,Villa,6000000,8000000,83,E27,P1,GreenVista,Bengaluru
L013583,08-05-2024 23:43,Walk-in,Referral_Partner,End User,Villa,6000000,10000000,34,E04,P5,PalmResidency,Pune
L013584,27-01-2024 19:56,Walk-in,Google_Search,Investor,2BHK,8000000,6000000,4,E29,P4,UrbanNest,Pune
L013585,08-02-2025 12:40,Facebook Ads,FB_Q1,End User,2BHK,4500000,6000000,96,E18,P5,PalmResidency,Pune
L013586,10-11-2024 07:00,Google Ads,Google_Search,End User,3BHK,8000000,13000000,80,E02,P5,PalmResidency,Pune
L013587,28-08-2024 10:38,Referral,Organic,End User,2BHK,6000000,13000000,28,E16,P3,LakeFront,Hyderabad
L013588,07-12-2024 18:44,99acres,Google_Search,Investor,3BHK,6000000,6000000,48,E28,P4,UrbanNest,Pune
L013589,15-11-2024 22:52,99acres,FB_Q1,End User,3BHK,3000000,13000000,2,E20,P4,UrbanNest,Pune
L013590,30-06-2024 13:10,Google Ads,Organic,End User,Villa,3000000,13000000,82,E30,P2,SkyHeights,Bengaluru
L013591,18-08-2024 06:38,99acres,Google_Search,End User,3BHK,4500000,10000000,4,E14,P1,GreenVista,Bengaluru
L013592,18-02-2025 21:11,Referral,Referral_Partner,Investor,3BHK,3000000,13000000,18,E06,P4,UrbanNest,Pune
L013593,21-10-2024 03:32,Referral,FB_Q2,End User,2BHK,4500000,13000000,2,E23,P2,SkyHeights,Bengaluru
L013594,21-05-2024 10:56,Facebook Ads,Organic,End User,3BHK,8000000,10000000,22,E18,P2,SkyHeights,Bengaluru
L013595,03-07-2024 08:37,MagicBricks,Organic,End User,Villa,3000000,13000000,71,E02,P1,GreenVista,Bengaluru
L013596,16-02-2025 11:26,Facebook Ads,FB_Q2,End User,3BHK,3000000,10000000,99,E02,P1,GreenVista,Bengaluru
L013597,30-08-2024 09:13,Facebook Ads,Referral_Partner,End User,Villa,8000000,13000000,85,E26,P2,SkyHeights,Bengaluru
L013598,29-06-2025 07:41,Walk-in,Referral_Partner,End User,Villa,4500000,10000000,63,E17,P4,UrbanNest,Pune
L013599,13-09-2024 15:50,Walk-in,Google_Search,End User,2BHK,8000000,13000000,73,E29,P1,GreenVista,Bengaluru
L013600,29-01-2024 02:43,Google Ads,Referral_Partner,End User,2BHK,3000000,13000000,55,E05,P4,UrbanNest,Pune
L013601,27-05-2025 10:28,99acres,FB_Q2,Investor,Villa,3000000,13000000,36,E29,P1,GreenVista,Bengaluru
L013602,18-04-2024 05:02,Facebook Ads,Google_Search,Investor,2BHK,6000000,8000000,61,E17,P3,LakeFront,Hyderabad
L013603,28-09-2024 08:11,Facebook Ads,Referral_Partner,End User,3BHK,6000000,6000000,3,E06,P1,GreenVista,Bengaluru
L013604,21-08-2024 01:04,MagicBricks,FB_Q2,End User,Villa,3000000,10000000,33,E14,P2,SkyHeights,Bengaluru
L013605,10-02-2024 21:39,99acres,FB_Q2,End User,Villa,8000000,6000000,45,E29,P4,UrbanNest,Pune
L013606,12-04-2025 05:03,MagicBricks,Google_Search,End User,Villa,4500000,6000000,5,E01,P1,GreenVista,Bengaluru
L013607,30-01-2024 00:39,Facebook Ads,FB_Q2,End User,3BHK,4500000,8000000,91,E07,P3,LakeFront,Hyderabad
L013608,19-01-2025 12:04,Referral,FB_Q2,End User,2BHK,8000000,6000000,57,E14,P2,SkyHeights,Bengaluru
L013609,07-01-2025 14:20,MagicBricks,Organic,End User,3BHK,6000000,8000000,48,E02,P1,GreenVista,Bengaluru
L013610,21-03-2025 21:40,99acres,FB_Q1,End User,2BHK,8000000,8000000,85,E27,P2,SkyHeights,Bengaluru
L013611,28-08-2024 10:01,Facebook Ads,Organic,End User,3BHK,8000000,13000000,67,E05,P3,LakeFront,Hyderabad
L013612,14-07-2024 04:23,Walk-in,Referral_Partner,End User,Villa,8000000,13000000,8,E05,P1,GreenVista,Bengaluru
L013613,25-02-2025 20:03,Walk-in,Google_Search,End User,3BHK,3000000,6000000,12,E30,P5,PalmResidency,Pune
L013614,11-04-2025 11:17,99acres,FB_Q1,End User,2BHK,8000000,6000000,77,E25,P2,SkyHeights,Bengaluru
L013615,03-05-2024 10:20,Google Ads,FB_Q1,End User,2BHK,4500000,10000000,22,E07,P5,PalmResidency,Pune
L013616,17-07-2024 14:30,MagicBricks,Organic,End User,2BHK,6000000,13000000,33,E02,P2,SkyHeights,Bengaluru
L013617,15-05-2024 06:02,Referral,FB_Q2,End User,2BHK,8000000,13000000,79,E18,P4,UrbanNest,Pune
L013618,11-04-2025 10:32,Facebook Ads,FB_Q1,End User,3BHK,8000000,6000000,81,E01,P2,SkyHeights,Bengaluru
L013619,11-04-2024 09:33,Walk-in,Referral_Partner,End User,3BHK,3000000,8000000,9,E11,P2,SkyHeights,Bengaluru
L013620,12-10-2024 21:10,Google Ads,Google_Search,End User,2BHK,4500000,6000000,97,E08,P4,UrbanNest,Pune
L013621,03-04-2024 05:57,Google Ads,Google_Search,End User,3BHK,8000000,8000000,52,E09,P5,PalmResidency,Pune
L013622,20-05-2025 16:53,MagicBricks,FB_Q2,End User,Villa,3000000,8000000,85,E23,P1,GreenVista,Bengaluru
L013623,18-04-2025 22:12,Referral,FB_Q1,End User,Villa,8000000,8000000,29,E14,P4,UrbanNest,Pune
L013624,18-04-2025 13:21,MagicBricks,FB_Q2,Investor,2BHK,8000000,6000000,51,E13,P2,SkyHeights,Bengaluru
L013625,23-07-2024 10:46,Walk-in,FB_Q2,Investor,Villa,4500000,6000000,78,E01,P3,LakeFront,Hyderabad
L013626,27-02-2024 11:25,Walk-in,Referral_Partner,End User,Villa,4500000,6000000,80,E24,P2,SkyHeights,Bengaluru
L013627,27-06-2025 01:28,MagicBricks,FB_Q2,End User,2BHK,3000000,8000000,19,E23,P2,SkyHeights,Bengaluru
L013628,14-04-2025 20:35,MagicBricks,FB_Q2,End User,2BHK,8000000,10000000,29,E08,P2,SkyHeights,Bengaluru
L013629,15-11-2024 00:01,Walk-in,Google_Search,Investor,2BHK,8000000,10000000,5,E15,P3,LakeFront,Hyderabad
L013630,24-07-2024 03:12,MagicBricks,Google_Search,End User,2BHK,8000000,6000000,92,E29,P4,UrbanNest,Pune
L013631,25-05-2024 15:36,Google Ads,Organic,End User,Villa,6000000,6000000,22,E25,P3,LakeFront,Hyderabad
L013632,30-03-2025 06:38,Referral,Google_Search,End User,3BHK,3000000,6000000,23,E07,P4,UrbanNest,Pune
L013633,18-01-2025 00:01,Walk-in,Organic,End User,Villa,8000000,13000000,85,E21,P4,UrbanNest,Pune
L013634,01-02-2024 08:53,Referral,FB_Q1,End User,2BHK,3000000,6000000,92,E12,P1,GreenVista,Bengaluru
L013635,16-02-2025 07:11,MagicBricks,Referral_Partner,Investor,3BHK,6000000,6000000,17,E30,P3,LakeFront,Hyderabad
L013636,27-01-2024 16:50,Facebook Ads,Google_Search,End User,2BHK,8000000,13000000,51,E02,P3,LakeFront,Hyderabad
L013637,11-12-2024 23:57,Walk-in,Organic,End User,3BHK,6000000,8000000,25,E24,P5,PalmResidency,Pune
L013638,07-02-2024 07:44,MagicBricks,FB_Q2,End User,3BHK,4500000,6000000,19,E01,P1,GreenVista,Bengaluru
L013639,04-09-2024 04:04,Walk-in,FB_Q1,End User,2BHK,6000000,13000000,82,E07,P4,UrbanNest,Pune
L013640,05-03-2025 14:36,Google Ads,FB_Q1,End User,2BHK,8000000,10000000,67,E07,P5,PalmResidency,Pune
L013641,16-07-2024 22:49,Referral,Referral_Partner,Investor,2BHK,6000000,10000000,89,E26,P2,SkyHeights,Bengaluru
L013642,30-03-2024 22:24,99acres,Referral_Partner,Investor,2BHK,6000000,13000000,8,E27,P5,PalmResidency,Pune
L013643,03-05-2025 13:14,Google Ads,Referral_Partner,End User,3BHK,4500000,13000000,86,E14,P2,SkyHeights,Bengaluru
L013644,02-04-2024 01:18,Google Ads,FB_Q1,End User,Villa,6000000,10000000,81,E12,P3,LakeFront,Hyderabad
L013645,23-08-2024 06:17,99acres,FB_Q2,Investor,Villa,8000000,8000000,98,E03,P5,PalmResidency,Pune
L013646,19-10-2024 00:32,Referral,FB_Q1,End User,2BHK,8000000,6000000,71,E22,P3,LakeFront,Hyderabad
L013647,22-07-2024 16:52,Referral,FB_Q2,Investor,2BHK,4500000,10000000,61,E05,P4,UrbanNest,Pune
L013648,08-03-2024 21:42,Referral,Referral_Partner,End User,2BHK,3000000,13000000,74,E29,P2,SkyHeights,Bengaluru
L013649,14-10-2024 03:12,Walk-in,FB_Q2,End User,2BHK,8000000,8000000,98,E09,P4,UrbanNest,Pune
L013650,01-09-2024 09:41,99acres,Google_Search,Investor,3BHK,3000000,13000000,42,E11,P5,PalmResidency,Pune
L013651,28-07-2024 22:20,Facebook Ads,FB_Q1,Investor,3BHK,6000000,6000000,86,E24,P3,LakeFront,Hyderabad
L013652,17-06-2024 01:56,99acres,FB_Q1,End User,2BHK,3000000,6000000,72,E21,P5,PalmResidency,Pune
L013653,17-11-2024 08:30,Google Ads,Organic,End User,Villa,3000000,6000000,2,E20,P5,PalmResidency,Pune
L013654,17-07-2024 20:53,MagicBricks,FB_Q2,End User,2BHK,8000000,6000000,47,E21,P1,GreenVista,Bengaluru
L013655,29-04-2024 05:37,Google Ads,FB_Q1,End User,Villa,8000000,8000000,17,E27,P1,GreenVista,Bengaluru
L013656,13-01-2024 14:55,Referral,FB_Q1,End User,2BHK,4500000,13000000,43,E29,P1,GreenVista,Bengaluru
L013657,01-09-2024 08:24,MagicBricks,FB_Q1,End User,3BHK,4500000,10000000,5,E19,P1,GreenVista,Bengaluru
L013658,03-05-2024 05:32,Referral,Organic,Investor,Villa,6000000,10000000,69,E15,P4,UrbanNest,Pune
L013659,04-09-2024 22:14,Walk-in,FB_Q1,End User,3BHK,4500000,6000000,26,E27,P2,SkyHeights,Bengaluru
L013660,26-02-2024 00:55,MagicBricks,Referral_Partner,End User,2BHK,8000000,13000000,51,E22,P3,LakeFront,Hyderabad
L013661,08-12-2024 14:16,Walk-in,Google_Search,End User,Villa,8000000,6000000,79,E01,P2,SkyHeights,Bengaluru
L013662,21-06-2025 02:02,Facebook Ads,FB_Q1,Investor,Villa,6000000,13000000,21,E06,P1,GreenVista,Bengaluru
L013663,10-04-2024 19:20,Walk-in,FB_Q1,End User,2BHK,4500000,10000000,32,E29,P4,UrbanNest,Pune
L013664,13-05-2024 08:30,99acres,FB_Q1,End User,2BHK,3000000,6000000,42,E18,P1,GreenVista,Bengaluru
L013665,01-10-2024 11:53,Referral,Referral_Partner,End User,2BHK,8000000,13000000,86,E01,P4,UrbanNest,Pune
L013666,18-11-2024 07:57,99acres,FB_Q2,End User,2BHK,6000000,6000000,39,E27,P2,SkyHeights,Bengaluru
L013667,19-04-2024 15:51,MagicBricks,Referral_Partner,Investor,2BHK,3000000,8000000,3,E04,P2,SkyHeights,Bengaluru
L013668,01-04-2024 16:40,Walk-in,Referral_Partner,End User,2BHK,4500000,13000000,70,E06,P5,PalmResidency,Pune
L013669,06-05-2025 00:01,Walk-in,FB_Q1,End User,2BHK,6000000,8000000,65,E27,P1,GreenVista,Bengaluru
L013670,24-02-2024 11:40,MagicBricks,Organic,End User,2BHK,8000000,10000000,65,E27,P3,LakeFront,Hyderabad
L013671,05-06-2025 18:11,Facebook Ads,Google_Search,End User,2BHK,3000000,10000000,17,E18,P5,PalmResidency,Pune
L013672,24-01-2024 04:00,99acres,FB_Q1,End User,3BHK,4500000,6000000,99,E26,P1,GreenVista,Bengaluru
L013673,19-10-2024 21:13,Google Ads,Referral_Partner,Investor,2BHK,6000000,8000000,16,E10,P2,SkyHeights,Bengaluru
L013674,27-05-2025 17:02,MagicBricks,Referral_Partner,End User,3BHK,3000000,13000000,50,E21,P4,UrbanNest,Pune
L013675,03-02-2024 02:48,MagicBricks,FB_Q1,End User,3BHK,3000000,13000000,78,E01,P2,SkyHeights,Bengaluru
L013676,20-06-2024 20:47,Walk-in,Google_Search,End User,3BHK,3000000,13000000,37,E27,P4,UrbanNest,Pune
L013677,12-08-2024 03:05,Google Ads,Referral_Partner,End User,2BHK,3000000,8000000,20,E01,P3,LakeFront,Hyderabad
L013678,01-05-2024 10:28,99acres,Referral_Partner,End User,Villa,4500000,6000000,92,E23,P2,SkyHeights,Bengaluru
L013679,05-06-2024 05:14,Referral,FB_Q1,End User,3BHK,8000000,6000000,75,E11,P2,SkyHeights,Bengaluru
L013680,03-05-2025 22:39,Facebook Ads,Organic,End User,3BHK,8000000,10000000,89,E22,P3,LakeFront,Hyderabad
L013681,02-11-2024 14:57,Referral,FB_Q1,End User,2BHK,6000000,13000000,34,E07,P2,SkyHeights,Bengaluru
L013682,25-02-2024 02:56,Walk-in,FB_Q1,End User,2BHK,6000000,8000000,80,E22,P3,LakeFront,Hyderabad
L013683,21-04-2025 06:36,99acres,Organic,End User,3BHK,8000000,8000000,59,E20,P5,PalmResidency,Pune
L013684,30-09-2024 00:59,Walk-in,Organic,Investor,3BHK,8000000,8000000,82,E12,P2,SkyHeights,Bengaluru
L013685,08-06-2025 06:22,Walk-in,Google_Search,End User,Villa,8000000,8000000,48,E06,P5,PalmResidency,Pune
L013686,09-12-2024 04:49,Google Ads,Referral_Partner,End User,2BHK,3000000,6000000,66,E01,P2,SkyHeights,Bengaluru
L013687,13-04-2024 06:11,MagicBricks,Referral_Partner,End User,3BHK,4500000,8000000,25,E02,P4,UrbanNest,Pune
L013688,20-01-2024 22:40,MagicBricks,Organic,End User,2BHK,3000000,8000000,87,E06,P2,SkyHeights,Bengaluru
L013689,28-02-2025 18:05,Walk-in,Organic,Investor,Villa,8000000,6000000,15,E28,P4,UrbanNest,Pune
L013690,25-03-2024 03:59,Google Ads,Referral_Partner,Investor,2BHK,6000000,6000000,4,E28,P2,SkyHeights,Bengaluru
L013691,11-07-2024 14:29,Referral,FB_Q1,Investor,3BHK,8000000,6000000,60,E19,P1,GreenVista,Bengaluru
L013692,04-08-2024 01:51,Walk-in,Google_Search,End User,Villa,8000000,10000000,81,E30,P3,LakeFront,Hyderabad
L013693,04-04-2025 10:39,MagicBricks,Google_Search,End User,3BHK,6000000,6000000,21,E16,P1,GreenVista,Bengaluru
L013694,11-03-2025 07:43,99acres,Google_Search,End User,2BHK,8000000,10000000,85,E02,P4,UrbanNest,Pune
L013695,06-03-2024 19:20,Google Ads,FB_Q2,End User,Villa,6000000,13000000,8,E06,P4,UrbanNest,Pune
L013696,15-01-2025 20:42,Walk-in,FB_Q2,Investor,3BHK,4500000,10000000,40,E04,P4,UrbanNest,Pune
L013697,26-11-2024 13:39,Referral,FB_Q1,End User,2BHK,6000000,10000000,79,E11,P1,GreenVista,Bengaluru
L013698,30-11-2024 01:33,Walk-in,Google_Search,End User,2BHK,6000000,13000000,34,E20,P4,UrbanNest,Pune
L013699,01-06-2024 10:44,Google Ads,FB_Q1,End User,2BHK,4500000,13000000,39,E27,P4,UrbanNest,Pune
L013700,22-09-2024 03:43,Walk-in,Organic,Investor,3BHK,6000000,6000000,4,E17,P1,GreenVista,Bengaluru
L013701,22-04-2025 23:08,99acres,FB_Q2,End User,Villa,8000000,6000000,80,E06,P1,GreenVista,Bengaluru
L013702,01-06-2025 03:43,MagicBricks,FB_Q2,End User,3BHK,8000000,10000000,15,E15,P5,PalmResidency,Pune
L013703,23-01-2024 00:50,99acres,Referral_Partner,Investor,2BHK,8000000,6000000,16,E16,P3,LakeFront,Hyderabad
L013704,17-07-2024 11:18,99acres,Organic,End User,Villa,3000000,8000000,36,E04,P1,GreenVista,Bengaluru
L013705,08-07-2024 07:52,MagicBricks,Referral_Partner,Investor,Villa,3000000,6000000,7,E03,P3,LakeFront,Hyderabad
L013706,13-06-2025 20:56,Referral,Google_Search,Investor,Villa,8000000,13000000,59,E23,P3,LakeFront,Hyderabad
L013707,28-09-2024 07:28,Facebook Ads,Google_Search,End User,Villa,6000000,13000000,88,E07,P5,PalmResidency,Pune
L013708,23-02-2024 06:59,Google Ads,FB_Q1,End User,2BHK,8000000,6000000,11,E07,P1,GreenVista,Bengaluru
L013709,07-04-2024 04:23,Referral,FB_Q1,Investor,Villa,8000000,6000000,5,E25,P5,PalmResidency,Pune
L013710,13-09-2024 21:24,Walk-in,FB_Q2,End User,Villa,8000000,10000000,2,E09,P3,LakeFront,Hyderabad
L013711,18-06-2024 20:12,MagicBricks,Organic,End User,2BHK,8000000,13000000,55,E03,P1,GreenVista,Bengaluru
L013712,21-02-2025 06:32,Walk-in,Referral_Partner,End User,3BHK,6000000,8000000,99,E06,P3,LakeFront,Hyderabad
L013713,03-12-2024 23:13,99acres,FB_Q2,End User,Villa,4500000,10000000,8,E02,P5,PalmResidency,Pune
L013714,21-01-2024 18:56,Walk-in,Organic,Investor,Villa,4500000,13000000,37,E03,P1,GreenVista,Bengaluru
L013715,02-04-2025 08:11,99acres,Google_Search,Investor,3BHK,4500000,8000000,71,E23,P3,LakeFront,Hyderabad
L013716,30-05-2024 05:51,Walk-in,FB_Q2,Investor,Villa,8000000,8000000,49,E24,P3,LakeFront,Hyderabad
L013717,22-02-2025 04:28,MagicBricks,Referral_Partner,End User,Villa,3000000,13000000,64,E20,P5,PalmResidency,Pune
L013718,07-08-2024 21:51,MagicBricks,Referral_Partner,End User,2BHK,4500000,13000000,97,E07,P4,UrbanNest,Pune
L013719,05-02-2024 04:34,MagicBricks,FB_Q1,Investor,3BHK,6000000,8000000,6,E24,P4,UrbanNest,Pune
L013720,23-05-2024 13:00,Referral,Referral_Partner,End User,Villa,6000000,13000000,28,E27,P2,SkyHeights,Bengaluru
L013721,11-03-2024 23:01,Walk-in,Google_Search,End User,3BHK,3000000,8000000,68,E24,P1,GreenVista,Bengaluru
L013722,20-02-2025 10:04,MagicBricks,Referral_Partner,Investor,2BHK,6000000,6000000,9,E25,P2,SkyHeights,Bengaluru
L013723,04-04-2025 13:44,Referral,FB_Q2,End User,2BHK,4500000,8000000,13,E12,P1,GreenVista,Bengaluru
L013724,10-03-2025 06:36,Referral,Google_Search,Investor,Villa,3000000,6000000,6,E01,P4,UrbanNest,Pune
L013725,16-10-2024 07:15,MagicBricks,Google_Search,Investor,3BHK,4500000,8000000,21,E12,P2,SkyHeights,Bengaluru
L013726,21-09-2024 06:49,Walk-in,Referral_Partner,Investor,2BHK,8000000,8000000,87,E20,P4,UrbanNest,Pune
L013727,06-06-2025 14:46,Facebook Ads,Referral_Partner,End User,Villa,4500000,10000000,44,E04,P5,PalmResidency,Pune
L013728,16-06-2024 14:57,99acres,FB_Q2,End User,Villa,6000000,10000000,6,E20,P3,LakeFront,Hyderabad
L013729,02-05-2024 16:06,Walk-in,Google_Search,End User,2BHK,4500000,8000000,95,E06,P1,GreenVista,Bengaluru
L013730,13-08-2024 09:28,99acres,Referral_Partner,Investor,2BHK,3000000,8000000,70,E01,P5,PalmResidency,Pune
L013731,11-04-2024 04:22,Walk-in,FB_Q2,Investor,3BHK,6000000,13000000,25,E13,P4,UrbanNest,Pune
L013732,25-05-2024 08:29,Referral,Organic,End User,3BHK,6000000,13000000,93,E13,P3,LakeFront,Hyderabad
L013733,01-06-2025 17:00,Walk-in,FB_Q2,End User,Villa,6000000,8000000,92,E14,P5,PalmResidency,Pune
L013734,26-06-2025 00:40,Referral,Referral_Partner,End User,Villa,4500000,10000000,54,E13,P5,PalmResidency,Pune
L013735,08-08-2024 11:10,Facebook Ads,Referral_Partner,End User,3BHK,6000000,13000000,17,E14,P2,SkyHeights,Bengaluru
L013736,12-02-2024 14:01,MagicBricks,Google_Search,End User,Villa,8000000,10000000,32,E25,P2,SkyHeights,Bengaluru
L013737,31-01-2025 04:22,Walk-in,FB_Q1,End User,3BHK,3000000,10000000,66,E20,P3,LakeFront,Hyderabad
L013738,15-07-2024 07:27,MagicBricks,Google_Search,End User,2BHK,4500000,6000000,91,E15,P1,GreenVista,Bengaluru
L013739,28-08-2024 23:35,Referral,FB_Q1,Investor,2BHK,6000000,10000000,68,E17,P2,SkyHeights,Bengaluru
L013740,20-01-2024 02:53,MagicBricks,FB_Q1,End User,Villa,4500000,10000000,96,E25,P2,SkyHeights,Bengaluru
L013741,01-01-2025 03:42,Facebook Ads,Referral_Partner,Investor,Villa,4500000,13000000,64,E11,P3,LakeFront,Hyderabad
